udi,product_id,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,Heat Dissipation Failure,No Failure,Overstrain Failure,Power Failure,Random Failures,Tool Wear Failure
5045,L52224,304,313,1412,47,150,0,1,0,0,0,0
2061,L49240,299,309,1803,27,159,0,1,0,0,0,0
1411,M16270,298,310,1469,53,189,0,1,0,0,0,0
5574,L52753,302,312,1738,25,14,0,1,0,0,0,0
1980,H31393,298,307,1420,45,150,0,1,0,0,0,0
6482,L53661,300,309,1406,48,151,0,1,0,0,0,0
704,H30117,297,308,1479,40,87,0,1,0,0,0,0
6334,M21193,300,309,1415,31,192,0,1,0,0,0,0
6455,L53634,300,310,1598,32,79,0,1,0,0,0,0
4130,M18989,301,310,1666,32,19,0,1,0,0,0,0
7584,L54763,300,311,1480,46,185,0,1,0,0,0,0
9306,H38719,298,309,1646,30,125,0,1,0,0,0,0
9536,M24395,299,310,1609,31,99,0,1,0,0,0,0
5897,L53076,301,310,1274,55,169,0,1,0,0,0,0
435,M15294,297,308,1484,44,40,0,1,0,0,0,0
9850,L57029,298,309,2312,15,44,0,1,0,0,0,0
9193,L56372,297,309,1562,35,40,0,1,0,0,0,0
8216,L55395,299,310,1437,43,40,0,1,0,0,0,0
5625,M20484,302,312,1469,36,143,0,1,0,0,0,0
1796,M16655,298,307,1498,38,81,0,1,0,0,0,0
5365,L52544,303,312,1601,35,148,0,1,0,0,0,0
2305,L49484,299,308,1455,39,145,0,1,0,0,0,0
8025,L55204,300,312,1493,38,217,0,1,0,0,0,0
6963,M21822,300,311,1373,49,96,0,1,0,0,0,0
1119,L48298,296,307,1443,41,87,0,1,0,0,0,0
8211,H37624,299,310,1636,29,23,0,1,0,0,0,0
4314,L51493,301,310,1502,46,37,0,1,0,0,0,0
6117,L53296,300,310,1453,43,84,0,1,0,0,0,0
7142,M22001,300,309,1356,44,136,0,1,0,0,0,0
1663,H31076,298,307,1462,45,171,0,1,0,0,0,0
5021,L52200,304,313,1556,36,86,0,1,0,0,0,0
3058,L50237,300,309,1400,46,77,0,1,0,0,0,0
1617,H31030,297,307,1662,30,48,0,1,0,0,0,0
7388,H36801,299,310,1423,44,116,0,1,0,0,0,0
8066,M22925,300,311,1670,26,89,0,1,0,0,0,0
5167,H34580,304,313,1546,41,58,0,1,0,0,0,0
461,H29874,297,308,1431,42,109,0,1,0,0,0,0
9131,L56310,297,308,1576,32,83,0,1,0,0,0,0
5551,M20410,302,311,1508,42,159,0,1,0,0,0,0
781,M15640,296,308,1409,50,43,0,1,0,0,0,0
7195,L54374,300,310,1380,52,59,0,1,0,0,0,0
6409,L53588,300,309,1601,31,180,0,1,0,0,0,0
8819,M23678,297,308,1481,48,117,0,1,0,0,0,0
8946,L56125,297,308,1639,33,39,0,1,0,0,0,0
4681,L51860,303,311,1491,39,92,0,1,0,0,0,0
9640,L56819,299,310,1725,26,167,0,1,0,0,0,0
9797,H39210,298,309,1694,30,111,0,1,0,0,0,0
3045,L50224,300,309,1981,21,44,0,1,0,0,0,0
3224,H32637,300,309,1495,36,79,0,1,0,0,0,0
5843,L53022,301,311,1355,50,37,0,1,0,0,0,0
3991,H33404,302,311,1692,28,122,0,1,0,0,0,0
7223,M22082,299,309,1320,61,134,0,1,0,0,0,0
890,L48069,295,306,1389,46,113,0,1,0,0,0,0
7583,H36996,300,311,1489,45,180,0,1,0,0,0,0
375,L47554,297,308,1431,43,113,0,1,0,0,0,0
1362,M16221,298,310,1458,41,61,0,1,0,0,0,0
9307,M24166,298,309,1783,28,130,0,1,0,0,0,0
7689,L54868,300,311,1553,39,0,0,1,0,0,0,0
1265,M16124,297,309,2243,15,36,0,1,0,0,0,0
996,L48175,296,307,1566,35,175,0,1,0,0,0,0
4791,L51970,303,312,1443,40,145,0,1,0,0,0,0
7682,L54861,300,311,1443,43,217,0,1,0,0,0,0
5915,L53094,300,310,1592,36,14,0,1,0,0,0,0
2529,L49708,298,308,1730,25,59,0,1,0,0,0,0
1418,L48597,298,309,1541,38,208,0,1,0,0,0,0
1225,L48404,297,308,1763,25,139,0,1,0,0,0,0
998,M15857,296,307,1446,45,180,0,1,0,0,0,0
6890,H36303,300,311,1387,42,121,0,1,0,0,0,0
7588,L54767,300,311,1405,54,193,0,1,0,0,0,0
2590,L49769,299,308,2250,16,208,0,0,0,0,0,0
3861,L51040,302,311,1427,38,213,0,1,0,0,0,0
6522,L53701,301,310,1666,27,40,0,1,0,0,0,0
1631,L48810,297,307,1412,44,85,0,1,0,0,0,0
6093,L53272,300,310,1658,28,18,0,1,0,0,0,0
5130,M19989,304,313,1725,28,177,0,1,0,0,0,0
2254,L49433,299,308,1386,54,26,0,1,0,0,0,0
6882,L54061,301,311,1573,37,103,0,1,0,0,0,0
3123,L50302,300,309,1473,46,35,0,1,0,0,0,0
3804,L50983,302,310,1531,37,60,0,1,0,0,0,0
3641,H33054,302,311,1544,39,70,0,1,0,0,0,0
847,M15706,296,307,1416,50,210,0,1,0,0,0,0
2105,M16964,299,309,1600,35,52,0,1,0,0,0,0
4087,L51266,302,310,1567,36,124,0,1,0,0,0,0
7273,L54452,300,310,1202,59,40,0,1,0,0,0,0
6568,M21427,301,310,1499,36,163,0,1,0,0,0,0
6427,L53606,300,309,1448,36,14,0,1,0,0,0,0
9760,L56939,298,309,1613,36,0,0,1,0,0,0,0
8825,M23684,297,308,1799,24,137,0,1,0,0,0,0
6328,L53507,300,310,1425,49,174,0,1,0,0,0,0
3136,L50315,300,309,1342,52,68,0,1,0,0,0,0
6870,L54049,301,311,1412,42,64,0,1,0,0,0,0
4373,M19232,301,309,1439,41,201,0,1,0,0,0,0
3202,L50381,300,309,1479,47,22,0,1,0,0,0,0
6499,H35912,300,309,2041,19,194,0,1,0,0,0,0
4804,L51983,303,312,1710,31,180,0,1,0,0,0,0
5088,M19947,304,313,1685,28,66,0,1,0,0,0,0
6120,L53299,300,311,1471,39,91,0,1,0,0,0,0
8506,L55685,298,309,1530,38,161,0,1,0,0,0,0
3608,L50787,301,310,1638,33,196,0,1,0,0,0,0
3874,L51053,302,311,1638,35,17,0,1,0,0,0,0
401,L47580,297,308,2100,16,176,0,1,0,0,0,0
3522,L50701,301,311,1541,38,193,0,1,0,0,0,0
9020,L56199,297,308,1662,31,0,0,1,0,0,0,0
6759,L53938,301,311,1644,32,206,0,1,0,0,0,0
8944,M23803,297,308,1449,44,34,0,1,0,0,0,0
8770,M23629,297,308,1452,41,197,0,1,0,0,0,0
8658,L55837,297,308,1421,46,124,0,1,0,0,0,0
111,L47290,298,308,1872,22,82,0,1,0,0,0,0
7792,L54971,300,311,1418,47,73,0,1,0,0,0,0
9535,L56714,299,310,1443,45,97,0,1,0,0,0,0
7038,L54217,300,310,1514,39,87,0,1,0,0,0,0
4376,L51555,302,309,1414,36,209,0,1,0,0,0,0
4785,L51964,303,312,1642,32,127,0,1,0,0,0,0
1879,M16738,298,307,1424,47,103,0,1,0,0,0,0
3987,M18846,302,311,1577,29,112,0,1,0,0,0,0
5073,L52252,304,313,1408,45,28,0,1,0,0,0,0
143,M15002,298,308,1778,28,161,0,1,0,0,0,0
9914,L57093,298,308,1589,30,11,0,1,0,0,0,0
8289,M23148,298,310,1640,33,9,0,1,0,0,0,0
5105,L52284,304,313,1469,44,113,0,1,0,0,0,0
4938,L52117,303,312,1540,38,96,0,1,0,0,0,0
6861,L54040,301,311,1910,20,41,0,1,0,0,0,0
5825,L53004,301,311,1596,37,219,0,1,0,0,0,0
7488,L54667,300,311,1707,33,158,0,1,0,0,0,0
6654,M21513,301,310,1610,29,166,0,1,0,0,0,0
2540,L49719,299,308,1413,42,86,0,1,0,0,0,0
6053,L53232,300,311,2003,20,138,0,1,0,0,0,0
8520,L55699,298,309,1420,44,197,0,1,0,0,0,0
7219,H36632,299,309,1400,48,119,0,1,0,0,0,0
7433,L54612,300,311,1484,43,13,0,1,0,0,0,0
7759,L54938,300,311,1689,30,196,0,1,0,0,0,0
2219,L49398,299,309,1713,33,141,0,1,0,0,0,0
556,M15415,297,309,1539,42,134,0,1,0,0,0,0
8413,M23272,298,309,1314,49,136,0,1,0,0,0,0
5829,L53008,301,311,1504,39,2,0,1,0,0,0,0
1173,L48352,297,308,1446,36,227,0,1,0,0,0,0
761,L47940,296,307,1505,39,236,0,1,0,0,0,0
6580,L53759,301,310,1501,41,192,0,1,0,0,0,0
9137,L56316,297,308,1694,29,102,0,1,0,0,0,0
649,H30062,297,309,1400,48,147,0,1,0,0,0,0
3028,L50207,300,309,1777,23,0,0,1,0,0,0,0
4980,M19839,303,312,1612,36,200,0,1,0,0,0,0
7556,L54735,300,311,1332,60,112,0,1,0,0,0,0
2047,L49226,299,309,1388,45,123,0,1,0,0,0,0
6205,M21064,300,310,1519,34,73,0,1,0,0,0,0
6737,L53916,301,311,1527,42,144,0,1,0,0,0,0
7346,L54525,299,310,1381,60,13,0,1,0,0,0,0
9393,L56572,297,308,1437,46,149,0,1,0,0,0,0
3909,L51088,302,311,1633,36,114,0,1,0,0,0,0
3617,M18476,301,311,1413,42,9,0,1,0,0,0,0
1065,M15924,296,307,1409,44,145,0,1,0,0,0,0
1574,L48753,298,308,1466,42,164,0,1,0,0,0,0
4536,L51715,302,310,1503,36,166,0,1,0,0,0,0
5949,L53128,300,310,2113,18,95,0,1,0,0,0,0
1058,L48237,296,307,1573,36,126,0,1,0,0,0,0
1220,M16079,296,308,1357,41,127,0,1,0,0,0,0
1568,L48747,298,308,1521,39,151,0,1,0,0,0,0
9355,M24214,298,308,1607,31,39,0,1,0,0,0,0
3928,H33341,302,311,1556,35,164,0,1,0,0,0,0
222,H29635,298,308,1827,24,153,0,1,0,0,0,0
707,M15566,297,309,1434,43,96,0,1,0,0,0,0
4877,M19736,303,312,1540,37,146,0,1,0,0,0,0
7619,M22478,300,311,1312,51,60,0,1,0,0,0,0
2967,L50146,300,309,1601,40,69,0,1,0,0,0,0
588,H30001,297,309,1623,33,224,0,1,0,0,0,0
6974,L54153,300,311,1462,41,126,0,1,0,0,0,0
6492,L53671,300,310,1468,52,178,0,1,0,0,0,0
9067,L56246,297,308,1656,30,124,0,1,0,0,0,0
2318,L49497,299,308,1605,31,181,0,1,0,0,0,0
2040,M16899,299,308,1449,39,105,0,1,0,0,0,0
3462,H32875,301,310,1330,49,30,0,1,0,0,0,0
484,L47663,297,309,1324,56,173,0,1,0,0,0,0
6798,M21657,301,310,1615,34,95,0,1,0,0,0,0
2764,L49943,299,309,1491,47,216,0,1,0,0,0,0
5780,L52959,301,311,1680,29,111,0,1,0,0,0,0
207,L47386,298,308,1609,35,117,0,1,0,0,0,0
1429,L48608,298,309,1568,33,13,0,1,0,0,0,0
2736,L49915,299,309,1412,45,147,0,1,0,0,0,0
4482,M19341,302,310,1544,35,25,0,1,0,0,0,0
3607,L50786,301,310,1318,55,194,0,1,0,0,0,0
4835,M19694,303,311,1510,42,36,0,1,0,0,0,0
8407,M23266,298,309,1344,45,122,0,1,0,0,0,0
6247,H35660,300,310,1457,46,182,0,1,0,0,0,0
1592,L48771,298,308,1355,49,209,0,1,0,0,0,0
3095,L50274,300,309,1972,22,175,0,1,0,0,0,0
187,L47366,298,308,1301,56,63,0,1,0,0,0,0
1544,L48723,298,308,1628,34,93,0,1,0,0,0,0
6787,L53966,301,310,1409,50,66,0,1,0,0,0,0
6183,L53362,301,310,1475,35,19,0,1,0,0,0,0
1051,L48230,296,307,1671,28,108,0,1,0,0,0,0
6181,L53360,301,310,1492,44,15,0,1,0,0,0,0
2716,M17575,299,309,1701,28,98,0,1,0,0,0,0
3910,H33323,302,311,1744,30,116,0,1,0,0,0,0
1545,L48724,298,309,1474,52,95,0,1,0,0,0,0
627,L47806,298,310,1533,35,92,0,1,0,0,0,0
5454,L52633,303,312,1451,42,125,0,1,0,0,0,0
8916,L56095,297,308,1403,54,179,0,1,0,0,0,0
6885,L54064,300,311,1492,39,109,0,1,0,0,0,0
124,L47303,298,308,1546,43,114,0,1,0,0,0,0
2322,M17181,299,308,1314,52,193,0,1,0,0,0,0
3383,L50562,301,310,1510,38,47,0,1,0,0,0,0
7135,M21994,300,310,1406,50,119,0,1,0,0,0,0
1245,L48424,297,308,1726,28,202,0,1,0,0,0,0
7132,M21991,300,309,1410,44,111,0,1,0,0,0,0
2834,L50013,300,309,1807,26,169,0,1,0,0,0,0
4412,L51591,302,310,1688,31,66,0,1,0,0,0,0
1817,L48996,298,307,1460,46,143,0,1,0,0,0,0
2554,L49733,299,309,1473,40,125,0,1,0,0,0,0
6578,L53757,301,310,1388,45,188,0,1,0,0,0,0
5976,H35389,300,310,1654,28,161,0,1,0,0,0,0
8571,H37984,297,308,1545,35,120,0,1,0,0,0,0
9591,M24450,299,310,1325,52,34,0,1,0,0,0,0
9770,L56949,298,309,1386,48,25,0,1,0,0,0,0
6074,M20933,300,310,1790,26,191,0,1,0,0,0,0
6751,M21610,301,311,1505,44,187,0,1,0,0,0,0
7509,M22368,300,311,1730,27,209,0,1,0,0,0,0
2747,L49926,299,309,1411,46,173,0,1,0,0,0,0
570,M15429,297,309,1596,35,173,0,1,0,0,0,0
9449,L56628,298,309,1780,29,91,0,1,0,0,0,0
322,L47501,297,308,1518,32,190,0,1,0,0,0,0
2111,H31524,299,309,1508,35,70,0,1,0,0,0,0
9145,M24004,297,308,1447,41,118,0,1,0,0,0,0
8331,L55510,298,309,1505,39,131,0,1,0,0,0,0
5351,M20210,303,312,1622,35,107,0,1,0,0,0,0
3500,L50679,301,311,1353,43,130,0,1,0,0,0,0
1603,H31016,297,307,1600,33,13,0,1,0,0,0,0
9581,M24440,299,310,1423,56,7,0,1,0,0,0,0
5856,M20715,301,310,1424,45,68,0,1,0,0,0,0
1408,L48587,298,310,1564,33,183,0,1,0,0,0,0
3301,H32714,301,310,1538,38,65,0,1,0,0,0,0
3213,L50392,300,309,1649,32,50,0,1,0,0,0,0
724,M15583,297,308,1500,46,137,0,1,0,0,0,0
9849,H39262,298,309,1568,40,39,0,1,0,0,0,0
663,M15522,297,308,1479,38,182,0,1,0,0,0,0
4435,L51614,302,310,1556,32,132,0,1,0,0,0,0
1727,L48906,298,307,1906,22,104,0,1,0,0,0,0
147,H29560,298,308,1612,36,174,0,1,0,0,0,0
1365,L48544,298,310,1566,33,68,0,1,0,0,0,0
4554,L51733,302,310,1461,45,0,0,1,0,0,0,0
5590,M20449,302,311,1298,57,57,0,1,0,0,0,0
3430,H32843,301,310,1551,34,166,0,1,0,0,0,0
1235,H30648,297,308,2440,14,166,0,1,0,0,0,0
5007,M19866,303,312,1366,47,49,0,1,0,0,0,0
3137,L50316,300,309,1435,54,70,0,1,0,0,0,0
7697,H37110,300,311,1282,60,24,0,1,0,0,0,0
8721,L55900,297,308,1554,36,70,0,1,0,0,0,0
8137,M22996,299,310,1474,39,64,0,1,0,0,0,0
9534,L56713,299,310,1705,29,95,0,1,0,0,0,0
2418,L49597,298,308,1576,36,7,0,1,0,0,0,0
9674,M24533,299,310,1593,35,5,0,1,0,0,0,0
8444,M23303,298,309,1668,32,6,0,1,0,0,0,0
8832,H38245,297,308,1726,26,158,0,1,0,0,0,0
6365,M21224,299,309,1489,41,56,0,1,0,0,0,0
6797,M21656,301,310,1300,58,92,0,1,0,0,0,0
1682,M16541,297,307,1804,26,222,0,1,0,0,0,0
2391,L49570,299,308,1487,41,140,0,1,0,0,0,0
9789,M24648,298,309,1535,39,87,0,1,0,0,0,0
219,L47398,298,308,1447,38,146,0,1,0,0,0,0
5541,L52720,302,311,1493,38,132,0,1,0,0,0,0
622,L47801,298,310,1408,45,78,0,1,0,0,0,0
8324,H37737,298,309,1453,40,108,0,1,0,0,0,0
7166,L54345,300,310,1392,47,201,0,1,0,0,0,0
9495,L56674,299,309,1516,41,219,0,1,0,0,0,0
6312,L53491,300,310,1446,44,135,0,1,0,0,0,0
9726,M24585,298,309,1629,27,136,0,1,0,0,0,0
4895,H34308,303,312,1447,46,198,0,1,0,0,0,0
4181,L51360,302,310,1686,28,150,0,1,0,0,0,0
6710,L53889,301,310,1481,37,77,0,1,0,0,0,0
6631,M21490,301,310,1414,49,106,0,1,0,0,0,0
1868,L49047,298,307,1502,41,79,0,1,0,0,0,0
531,M15390,297,309,1709,32,65,0,1,0,0,0,0
3109,L50288,299,309,1504,38,212,0,1,0,0,0,0
7911,M22770,300,312,1664,25,150,0,1,0,0,0,0
1517,L48696,298,308,1278,54,18,0,1,0,0,0,0
2102,L49281,299,309,1528,37,45,0,1,0,0,0,0
767,L47946,296,308,1561,38,9,0,1,0,0,0,0
2723,L49902,299,309,1558,34,115,0,1,0,0,0,0
2663,M17522,299,309,1483,38,193,0,1,0,0,0,0
6045,M20904,300,310,1522,41,115,0,1,0,0,0,0
3034,M17893,300,309,1934,22,15,0,1,0,0,0,0
6720,M21579,301,310,1431,40,101,0,1,0,0,0,0
7870,M22729,300,312,1779,27,46,0,1,0,0,0,0
7981,M22840,301,312,1505,39,102,0,1,0,0,0,0
6807,L53986,301,310,1608,32,119,0,1,0,0,0,0
4716,L51895,303,311,1476,42,180,0,1,0,0,0,0
3486,L50665,301,310,1427,47,92,0,1,0,0,0,0
8869,L56048,297,309,1456,46,52,0,1,0,0,0,0
6622,M21481,301,310,1861,21,84,0,1,0,0,0,0
5592,L52771,302,312,1574,33,63,0,1,0,0,0,0
6155,M21014,301,310,1765,24,179,0,1,0,0,0,0
4893,L52072,303,312,1922,23,193,0,1,0,0,0,0
5583,L52762,302,312,2052,18,40,0,1,0,0,0,0
9798,M24657,298,309,1597,33,116,0,1,0,0,0,0
6878,M21737,300,311,1488,40,87,0,1,0,0,0,0
2297,L49476,299,308,1553,42,128,0,1,0,0,0,0
3793,L50972,302,310,1459,35,32,0,1,0,0,0,0
1744,M16603,298,308,1713,25,154,0,1,0,0,0,0
3501,H32914,301,311,1871,26,132,0,1,0,0,0,0
371,M15230,297,308,1622,37,103,0,1,0,0,0,0
4344,L51523,301,309,1491,39,114,0,1,0,0,0,0
5118,L52297,304,313,1611,31,144,0,1,0,0,0,0
9358,M24217,298,308,1646,25,46,0,1,0,0,0,0
8455,L55634,298,310,1522,40,32,0,1,0,0,0,0
6230,L53409,301,310,2165,17,143,0,1,0,0,0,0
8190,L55369,299,311,1983,21,201,0,1,0,0,0,0
4085,L51264,302,310,1611,35,117,0,1,0,0,0,0
8637,L55816,297,308,1723,27,67,0,1,0,0,0,0
3422,M18281,301,310,1612,29,148,0,1,0,0,0,0
3482,L50661,302,310,1663,31,81,0,1,0,0,0,0
3999,L51178,302,311,1586,35,142,0,1,0,0,0,0
8629,L55808,297,308,1747,31,45,0,1,0,0,0,0
4215,L51394,301,310,1573,36,15,0,1,0,0,0,0
6666,L53845,301,310,1440,41,197,0,1,0,0,0,0
9147,L56326,297,308,1528,40,123,0,1,0,0,0,0
7560,M22419,300,311,1355,56,122,0,1,0,0,0,0
5696,L52875,302,311,1451,42,110,0,1,0,0,0,0
4569,M19428,302,310,1555,36,35,0,1,0,0,0,0
9318,L56497,298,309,1480,38,160,0,1,0,0,0,0
3067,M17926,300,309,1457,44,98,0,1,0,0,0,0
3511,L50690,301,311,1474,42,164,0,1,0,0,0,0
3387,H32800,301,310,1474,38,58,0,1,0,0,0,0
7358,L54537,299,310,1487,42,42,0,1,0,0,0,0
6960,L54139,300,311,1543,34,89,0,1,0,0,0,0
2090,L49269,299,309,1941,22,18,0,1,0,0,0,0
5596,M20455,302,312,1944,21,71,0,1,0,0,0,0
8051,L55230,300,312,1401,51,50,0,1,0,0,0,0
549,L47728,297,309,1332,53,115,0,1,0,0,0,0
3436,L50615,301,310,1389,54,187,0,1,0,0,0,0
3081,M17940,299,309,1539,43,132,0,1,0,0,0,0
9616,M24475,299,310,1564,39,97,0,1,0,0,0,0
4906,L52085,303,312,1363,53,7,0,1,0,0,0,0
2213,L49392,299,309,1475,40,123,0,1,0,0,0,0
8304,L55483,298,310,1504,41,51,0,1,0,0,0,0
9322,L56501,298,309,1335,53,168,0,1,0,0,0,0
9376,H38789,297,308,1288,49,91,0,1,0,0,0,0
9458,M24317,298,309,1692,26,118,0,1,0,0,0,0
1590,M16449,298,308,1453,41,204,0,1,0,0,0,0
3988,M18847,302,311,1444,43,115,0,1,0,0,0,0
5604,L52783,302,312,1340,57,90,0,1,0,0,0,0
9879,L57058,298,309,1293,59,125,0,1,0,0,0,0
4522,L51701,302,310,1865,23,129,0,1,0,0,0,0
5428,L52607,302,312,1423,51,60,0,1,0,0,0,0
1610,L48789,297,307,1581,34,31,0,1,0,0,0,0
8979,L56158,296,307,1435,45,119,0,1,0,0,0,0
6028,M20887,300,311,1413,44,72,0,1,0,0,0,0
7923,L55102,300,311,1462,39,181,0,1,0,0,0,0
8724,L55903,297,308,1578,34,76,0,1,0,0,0,0
8776,H38189,297,308,1536,38,7,0,1,0,0,0,0
360,M15219,297,308,1567,34,71,0,1,0,0,0,0
1110,L48289,296,307,1557,35,60,0,1,0,0,0,0
3690,L50869,302,311,1889,22,194,0,1,0,0,0,0
8623,L55802,297,308,1437,42,29,0,1,0,0,0,0
5997,M20856,300,310,1386,48,225,0,0,1,0,0,0
4172,M19031,302,310,1832,23,129,0,1,0,0,0,0
851,L48030,296,307,1567,31,5,0,1,0,0,0,0
9806,L56985,298,309,1651,28,141,0,1,0,0,0,0
2450,L49629,299,308,1772,25,89,0,1,0,0,0,0
3217,L50396,300,309,1653,27,62,0,1,0,0,0,0
2331,M17190,299,308,1390,49,215,0,1,0,0,0,0
843,M15702,296,307,1566,35,201,0,1,0,0,0,0
3765,L50944,302,311,1329,54,176,1,0,0,0,0,0
1318,L48497,299,310,1428,46,175,0,1,0,0,0,0
659,L47838,297,309,1562,36,172,0,1,0,0,0,0
6590,M21449,301,310,1553,38,0,0,1,0,0,0,0
5303,L52482,303,313,1491,37,195,0,1,0,0,0,0
4994,L52173,303,312,1819,23,16,0,1,0,0,0,0
6425,M21284,300,310,1409,43,9,0,1,0,0,0,0
2775,L49954,300,309,1559,39,24,0,1,0,0,0,0
9604,M24463,298,310,1549,40,65,0,1,0,0,0,0
554,M15413,297,309,1564,36,126,0,1,0,0,0,0
2949,L50128,300,309,1850,24,19,0,1,0,0,0,0
4677,L51856,303,311,1879,21,78,0,1,0,0,0,0
436,L47615,297,308,1493,41,43,0,1,0,0,0,0
9842,M24701,298,309,1359,51,21,0,1,0,0,0,0
229,M15088,298,308,1629,37,170,0,1,0,0,0,0
6490,M21349,300,309,1490,38,173,0,1,0,0,0,0
9729,L56908,298,309,1563,33,143,0,1,0,0,0,0
3590,L50769,301,310,2465,13,149,0,0,0,0,0,0
4981,M19840,303,312,1685,31,203,0,1,0,0,0,0
721,L47900,297,308,1809,23,131,0,1,0,0,0,0
6020,L53199,300,310,1519,43,55,0,1,0,0,0,0
3675,L50854,302,311,1346,52,157,1,0,0,0,0,0
6591,L53770,301,310,1763,25,3,0,1,0,0,0,0
8773,L55952,297,308,1621,28,0,0,1,0,0,0,0
5141,M20000,304,313,1585,32,202,0,1,0,0,0,0
4497,M19356,302,310,1605,36,69,0,1,0,0,0,0
6920,L54099,301,311,1444,39,197,0,1,0,0,0,0
4048,L51227,301,311,1455,46,29,0,1,0,0,0,0
748,L47927,296,308,1356,48,201,0,1,0,0,0,0
864,L48043,296,306,1416,44,46,0,1,0,0,0,0
7080,L54259,300,310,1445,41,201,0,1,0,0,0,0
6463,H35876,300,310,1483,44,97,0,1,0,0,0,0
6858,L54037,301,311,1622,35,34,0,1,0,0,0,0
6058,L53237,300,310,1689,32,151,0,1,0,0,0,0
4869,L52048,303,312,1418,46,128,0,1,0,0,0,0
3525,M18384,301,310,1365,48,199,0,1,0,0,0,0
1097,L48276,297,307,1680,35,20,0,1,0,0,0,0
9136,H38549,297,308,1404,50,97,0,1,0,0,0,0
9483,H38896,298,309,1309,57,185,0,1,0,0,0,0
4014,M18873,302,311,1728,34,179,0,1,0,0,0,0
6035,M20894,300,310,1389,48,88,0,1,0,0,0,0
3160,H32573,300,309,1409,47,138,0,1,0,0,0,0
1915,L49094,298,307,1643,32,200,0,1,0,0,0,0
4377,M19236,301,309,1551,34,211,0,1,0,0,0,0
6713,H36126,301,310,1516,36,83,0,1,0,0,0,0
8414,M23273,298,309,1422,49,139,0,1,0,0,0,0
6763,L53942,301,310,1362,53,4,1,0,0,0,0,0
7854,L55033,300,311,1317,56,7,0,1,0,0,0,0
826,L48005,296,307,1474,40,158,0,1,0,0,0,0
2071,L49250,299,309,1352,49,184,0,1,0,0,0,0
8621,L55800,297,308,1475,42,24,0,1,0,0,0,0
1627,M16486,297,307,1303,59,75,0,1,0,0,0,0
2164,L49343,299,309,1422,39,219,0,1,0,0,0,0
2155,M17014,299,308,1767,24,196,0,1,0,0,0,0
382,L47561,297,308,1546,40,129,0,1,0,0,0,0
3478,L50657,301,310,1547,41,72,0,1,0,0,0,0
6617,M21476,301,310,1380,45,70,0,1,0,0,0,0
3973,L51152,302,311,1511,34,75,0,1,0,0,0,0
2156,L49335,299,308,1341,47,199,0,1,0,0,0,0
139,H29552,298,308,1449,49,150,0,1,0,0,0,0
4472,L51651,302,310,1670,29,2,0,1,0,0,0,0
7468,H36881,300,311,1463,41,102,0,1,0,0,0,0
1099,M15958,296,307,1521,37,27,0,1,0,0,0,0
5194,H34607,304,313,1408,39,132,0,1,0,0,0,0
142,L47321,298,308,1544,35,159,0,1,0,0,0,0
8715,M23574,297,308,1444,41,56,0,1,0,0,0,0
4456,H33869,302,310,1597,28,179,0,1,0,0,0,0
5916,M20775,300,310,1532,38,16,0,1,0,0,0,0
869,M15728,295,306,1514,37,60,0,1,0,0,0,0
8565,M23424,298,308,1614,30,106,0,1,0,0,0,0
3539,L50718,302,311,1635,36,23,0,1,0,0,0,0
9377,H38790,297,308,1738,27,96,0,1,0,0,0,0
8267,L55446,299,310,1818,24,173,0,1,0,0,0,0
5065,L52244,304,313,1407,42,5,0,1,0,0,0,0
212,L47391,298,308,1575,33,128,0,1,0,0,0,0
7451,L54630,300,311,1451,41,55,0,1,0,0,0,0
7318,L54497,299,310,1638,29,152,0,1,0,0,0,0
101,L47280,298,308,1852,25,57,0,1,0,0,0,0
6284,L53463,301,310,1719,29,62,0,1,0,0,0,0
7656,L54835,300,311,1596,32,154,0,1,0,0,0,0
4434,H33847,302,310,1435,44,127,0,1,0,0,0,0
4330,L51509,301,310,1566,30,79,0,1,0,0,0,0
4679,H34092,303,311,1476,40,85,0,1,0,0,0,0
552,L47731,297,309,1274,54,121,0,1,0,0,0,0
2205,M17064,299,309,1352,46,102,0,1,0,0,0,0
8097,M22956,300,311,1555,37,169,0,1,0,0,0,0
7349,H36762,299,310,1462,40,19,0,1,0,0,0,0
8010,H37423,300,312,2129,17,173,0,1,0,0,0,0
3138,L50317,300,309,1567,36,72,0,1,0,0,0,0
4991,L52170,303,313,1393,46,9,0,1,0,0,0,0
7374,L54553,299,310,1553,38,83,0,1,0,0,0,0
7736,L54915,300,312,1406,55,136,0,1,0,0,0,0
2271,L49450,299,308,1437,48,67,0,1,0,0,0,0
9454,H38867,298,309,1360,56,107,0,1,0,0,0,0
3523,L50702,301,311,1651,32,195,0,1,0,0,0,0
5455,L52634,303,312,1461,40,127,0,1,0,0,0,0
9956,M24815,298,307,1462,38,124,0,1,0,0,0,0
412,L47591,297,308,1429,44,201,0,1,0,0,0,0
9771,H39184,298,309,1584,31,27,0,1,0,0,0,0
905,H30318,295,306,1458,49,151,0,1,0,0,0,0
1945,L49124,298,308,1791,27,63,0,1,0,0,0,0
1128,M15987,296,307,1672,32,113,0,1,0,0,0,0
8082,L55261,300,311,1356,53,132,0,1,0,0,0,0
3647,M18506,302,311,1863,25,85,0,1,0,0,0,0
4975,L52154,303,312,1414,41,190,0,1,0,0,0,0
